session_date,prior_rth_vah,prior_rth_val,prior_rth_poc,overnight_vah,overnight_val,ibh,ibl,ib_range,rth_open,rth_close,rth_high,rth_low,day_classification,pre_ib_total,pre_ib_A,pre_ib_A_star,pre_ib_R,pre_ib_B,post_ib_total,post_ib_A,post_ib_A_star,post_ib_R,post_ib_B
2025-07-10,23012.25,22937.5,22981.75,22957.5,22870.0,23001.5,22935.0,66.5,22938.0,23009.75,23050.0,22935.0,within_value,1,0,0,0,1,10,1,0,4,5
2025-07-11,23043.0,22980.5,23034.5,,,23007.5,22908.75,98.75,22990.75,22937.25,23021.75,22908.75,below_value,3,0,0,1,2,7,0,0,3,4
2025-07-13,23006.5,22960.25,22974.0,22934.25,22841.25,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-07-14,,,,23200.0,23132.0,23022.75,22922.5,100.25,22938.5,23036.25,23067.75,22922.5,unknown,3,1,0,1,1,4,1,0,1,2
2025-07-15,23057.5,23004.0,23049.75,23031.5,22970.25,23185.75,23095.5,90.25,23178.75,23018.0,23185.75,23010.5,within_value,1,0,0,0,1,6,1,0,2,3
2025-07-16,23177.0,23108.25,23141.25,23157.5,23082.25,23045.0,22898.25,146.75,23005.0,23063.0,23100.0,22835.75,below_value,7,0,1,3,3,6,1,0,2,3
2025-07-17,23072.25,22953.25,23004.25,23297.75,23249.75,23244.25,23146.75,97.5,23154.25,23265.5,23281.0,23146.75,above_value,3,1,0,1,1,6,1,0,2,3
2025-07-18,23273.75,23232.0,23258.5,,,23231.0,23180.5,50.5,23193.75,23228.75,23253.0,23170.0,below_value,3,1,0,1,1,3,0,0,1,2
2025-07-20,23225.75,23196.25,23207.5,23369.25,23223.5,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-07-21,,,,23360.75,23178.0,23424.5,23379.0,45.5,23416.5,23346.75,23424.5,23328.25,unknown,3,1,0,1,1,4,1,0,1,2
2025-07-22,23419.5,23372.5,23394.25,23271.5,23185.5,23230.0,23166.75,63.25,23168.75,23198.5,23257.0,23159.25,below_value,3,1,0,1,1,7,0,0,3,4
2025-07-23,23236.25,23191.75,23213.75,23399.5,23344.75,23218.25,23148.0,70.25,23192.75,23410.75,23416.5,23148.0,above_value,5,0,0,2,3,4,1,0,1,2
2025-07-24,23302.75,23198.5,23293.5,23405.25,23357.0,23396.5,23329.0,67.5,23332.25,23395.0,23425.0,23329.0,above_value,1,0,0,0,1,13,0,0,6,7
2025-07-25,23415.0,23368.75,23392.75,,,23423.25,23390.25,33.0,23405.25,23447.25,23477.0,23390.25,above_value,5,0,1,2,2,4,1,0,1,2
2025-07-27,23461.5,23415.0,23445.0,23527.75,23470.5,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-07-28,,,,23607.0,23540.5,23518.5,23437.0,81.5,23503.25,23509.0,23518.5,23437.0,unknown,2,0,0,1,1,1,0,0,0,1
2025-07-29,23501.0,23461.75,23487.5,23505.0,23475.25,23576.25,23458.0,118.25,23559.25,23451.5,23576.25,23422.0,below_value,1,0,0,0,1,4,1,0,1,2
2025-07-30,23519.75,23456.25,23478.75,23814.75,23669.5,23541.25,23475.0,66.25,23503.75,23662.25,23688.0,23355.0,above_value,5,0,0,2,3,12,1,0,5,6
2025-07-31,23589.75,23425.0,23534.5,23172.5,22872.25,23657.0,23483.75,173.25,23640.25,23329.25,23657.0,23286.5,below_value,1,0,0,0,1,2,1,0,0,1
2025-08-01,23547.25,23306.75,23382.5,,,23022.5,22900.0,122.5,22984.75,22874.25,23045.5,22788.25,below_value,3,1,0,1,1,10,1,0,4,5
2025-08-03,22971.25,22834.25,22877.25,23263.75,22987.25,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-08-04,,,,23374.0,23316.0,23254.75,23187.5,67.25,23250.0,23351.5,23353.75,23187.5,unknown,1,0,0,0,1,2,1,0,0,1
2025-08-05,23299.0,23219.0,23265.75,23237.0,23150.0,23291.5,23138.75,152.75,23289.75,23090.75,23291.5,23082.0,below_value,3,1,0,1,1,12,1,0,5,6
2025-08-06,23204.25,23136.75,23162.5,23655.75,23548.75,23331.25,23179.5,151.75,23199.5,23413.0,23444.75,23179.5,above_value,3,1,0,1,1,4,1,0,1,2
2025-08-07,23408.5,23226.25,23372.0,23629.0,23516.0,23593.75,23496.75,97.0,23574.5,23521.5,23593.75,23330.0,above_value,1,0,0,0,1,9,0,0,4,5
2025-08-08,23533.0,23389.0,23408.25,,,23702.75,23643.0,59.75,23675.75,23767.25,23768.5,23612.0,above_value,3,1,0,1,1,6,1,0,2,3
2025-08-10,23712.0,23660.25,23689.5,23750.75,23704.75,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-08-11,,,,23742.75,23622.0,23761.25,23713.75,47.5,23752.0,23630.0,23804.5,23587.0,unknown,3,0,0,1,2,4,1,0,1,2
2025-08-12,23799.5,23682.0,23745.0,24057.75,23970.25,23861.0,23732.5,128.5,23753.0,23948.75,23952.5,23732.5,above_value,3,1,0,1,1,4,1,0,1,2
2025-08-13,23945.5,23840.75,23911.25,23956.5,23896.0,23973.25,23892.25,81.0,23957.0,23927.75,23973.25,23886.0,within_value,1,0,0,0,1,1,0,0,0,1
2025-08-14,23951.5,23912.75,23924.5,23924.25,23838.5,24005.5,23862.75,142.75,23951.25,23891.0,24005.5,23862.75,below_value,4,0,0,2,2,1,0,0,0,1
2025-08-15,23950.75,23880.5,23920.75,,,23862.75,23786.75,76.0,23855.5,23796.5,23862.75,23734.75,below_value,3,1,0,1,1,7,0,0,3,4
2025-08-17,23826.25,23786.0,23809.75,23810.0,23754.0,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-08-18,,,,23759.0,23639.25,23788.75,23718.75,70.0,23775.5,23789.5,23816.0,23718.75,unknown,4,0,0,2,2,6,0,1,2,3
2025-08-19,23784.25,23737.25,23759.25,23447.5,23181.0,23659.0,23514.0,145.0,23627.0,23473.25,23659.0,23425.25,below_value,3,1,0,1,1,2,1,0,0,1
2025-08-20,23558.0,23426.5,23469.75,23329.0,23223.75,23228.0,23035.25,192.75,23096.0,23318.75,23368.5,23035.25,below_value,3,1,0,1,1,10,1,0,4,5
2025-08-21,23322.25,23152.5,23250.0,23519.25,23158.75,23345.75,23204.0,141.75,23345.25,23222.5,23345.75,23119.5,within_value,1,0,0,0,1,15,0,0,7,8
2025-08-22,23266.5,23173.75,23208.5,,,23650.0,23554.25,95.75,23554.25,23582.75,23650.0,23507.0,above_value,3,1,0,1,1,5,0,0,2,3
2025-08-24,23625.75,23557.75,23608.0,23543.75,23466.0,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-08-25,,,,23505.0,23441.5,23603.75,23531.25,72.5,23540.5,23502.25,23616.75,23485.5,unknown,5,1,0,2,2,8,1,0,3,4
2025-08-26,23603.75,23551.5,23572.25,23620.5,23540.5,23551.5,23503.5,48.0,23542.75,23607.25,23611.0,23479.0,above_value,1,0,0,0,1,8,1,0,3,4
2025-08-27,23551.5,23509.0,23542.5,23702.5,23587.0,23616.0,23584.0,32.0,23598.5,23542.25,23685.0,23429.0,within_value,3,1,0,1,1,16,1,0,7,8
2025-08-28,23633.0,23570.5,23601.75,23680.25,23467.75,23754.25,23628.75,125.5,23630.0,23761.25,23803.75,23628.75,above_value,3,1,0,1,1,6,1,0,2,3
2025-08-29,23792.5,23703.5,23762.25,,,23515.75,23413.5,102.25,23498.25,23454.5,23515.75,23401.5,below_value,3,1,0,1,1,1,0,0,0,1
2025-08-31,23482.75,23438.75,23456.25,23498.0,23424.75,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-09-01,,,,23299.5,23060.0,23505.0,23479.25,25.75,23484.5,23502.75,23507.0,23479.25,unknown,3,0,1,1,1,1,0,0,0,1
2025-09-02,23482.75,23438.75,23456.25,23451.75,23377.5,23261.5,23095.5,166.0,23261.25,23379.25,23386.5,23026.5,below_value,1,0,0,0,1,4,1,0,1,2
2025-09-03,23261.25,23082.25,23163.0,23515.5,23459.25,23526.0,23420.5,105.5,23433.5,23455.5,23526.0,23318.25,above_value,3,0,0,1,2,9,0,0,4,5
2025-09-04,23503.25,23370.25,23428.25,23858.0,23692.0,23556.0,23479.5,76.5,23481.0,23683.75,23709.0,23479.5,above_value,7,0,1,3,3,6,1,0,2,3
2025-09-05,23603.0,23492.0,23532.5,,,23665.75,23505.0,160.75,23653.75,23673.0,23696.25,23505.0,above_value,1,0,0,0,1,6,1,0,2,3
2025-09-07,23667.25,23596.0,23631.0,23836.0,23730.75,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-09-08,,,,23849.25,23813.75,23888.0,23844.0,44.0,23862.5,23798.5,23888.0,23758.5,unknown,3,1,0,1,1,4,1,0,1,2
2025-09-09,23852.5,23763.0,23800.5,23976.75,23905.25,23812.25,23726.5,85.75,23810.5,23889.0,23918.0,23726.5,above_value,3,1,0,1,1,8,1,0,3,4
2025-09-10,23861.25,23768.25,23841.5,23988.0,23917.0,23990.75,23920.75,70.0,23963.5,23859.0,23990.75,23785.0,within_value,3,1,0,1,1,6,1,0,2,3
2025-09-11,23965.25,23852.25,23923.5,24049.5,24008.25,24048.75,23961.5,87.25,23965.0,24006.5,24048.75,23961.5,above_value,3,1,0,1,1,1,0,0,0,1
2025-09-12,24038.25,24008.75,24025.75,,,24115.75,24064.5,51.25,24071.75,24114.5,24159.0,24064.5,above_value,3,1,0,1,1,7,0,0,3,4
2025-09-14,24120.25,24079.0,24104.5,24265.5,24130.0,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-09-15,,,,24351.25,24284.25,24278.75,24221.0,57.75,24254.25,24295.75,24315.75,24221.0,unknown,3,0,0,1,2,12,1,0,5,6
2025-09-16,24120.25,24079.0,24104.5,24529.75,24468.75,24313.75,24268.0,45.75,24296.0,24292.5,24322.75,24257.5,above_value,3,0,0,1,2,3,0,0,1,2
2025-09-17,24301.5,24274.0,24294.5,24747.5,24624.5,24459.75,24403.5,56.25,24440.25,24501.25,24550.75,24241.75,above_value,3,1,0,1,1,18,1,0,8,9
2025-09-18,24508.5,24376.0,24409.75,24807.25,24722.25,24815.75,24731.75,84.0,24786.25,24713.75,24815.75,24684.75,above_value,3,1,0,1,1,4,1,0,1,2
2025-09-19,24787.0,24726.75,24746.25,,,24790.5,24718.75,71.75,24782.5,24861.25,24888.0,24708.0,above_value,2,0,0,1,1,2,1,0,0,1
2025-09-21,24879.75,24763.75,24810.0,24889.0,24811.25,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-09-22,,,,25014.5,24954.5,24938.0,24890.25,47.75,24903.5,24996.5,25027.25,24890.25,unknown,3,1,0,1,1,2,1,0,0,1
2025-09-23,25023.5,24924.25,24991.25,24872.5,24802.25,24975.0,24930.75,44.25,24953.25,24834.25,24975.0,24779.25,below_value,5,0,0,2,3,4,1,0,1,2
2025-09-24,24975.0,24822.5,24949.0,24642.5,24447.25,24829.75,24777.0,52.75,24818.25,24747.75,24829.75,24628.0,below_value,3,0,0,1,2,2,1,0,0,1
2025-09-25,24755.0,24650.0,24724.0,24687.0,24585.0,24656.75,24583.75,73.0,24620.0,24635.25,24697.0,24453.5,below_value,4,0,0,2,2,9,0,0,4,5
2025-09-26,24655.75,24569.5,24622.25,,,24642.75,24539.0,103.75,24569.0,24727.5,24746.5,24539.0,above_value,7,0,0,3,4,2,1,0,0,1
2025-09-28,24743.0,24595.0,24716.75,24935.75,24779.25,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-09-29,,,,24816.75,24754.25,24961.25,24861.5,99.75,24957.0,24811.5,24961.25,24780.5,unknown,3,0,0,1,2,8,1,0,3,4
2025-09-30,24868.75,24809.5,24846.0,24838.25,24739.75,24864.0,24752.25,111.75,24783.75,24838.5,24913.75,24731.25,within_value,3,0,0,1,2,7,0,0,3,4
2025-10-01,24853.75,24770.25,24791.25,25093.5,25014.25,24920.75,24874.75,46.0,24884.0,25009.0,25037.0,24874.75,above_value,3,1,0,1,1,2,1,0,0,1
2025-10-02,25035.25,24922.75,25019.25,25189.5,25103.75,25090.75,24993.75,97.0,25076.25,25105.5,25126.75,24993.75,above_value,1,0,0,0,1,4,1,0,1,2
2025-10-03,25122.5,25042.25,25107.25,,,25143.0,25078.5,64.5,25090.0,24981.5,25156.0,24923.0,below_value,3,0,1,1,1,6,1,0,2,3
2025-10-05,25152.0,25005.0,25117.25,25227.5,25117.0,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-10-06,,,,25270.75,25179.5,25176.75,25110.25,66.5,25143.25,25184.0,25253.0,25110.25,unknown,1,0,0,0,1,2,1,0,0,1
2025-10-07,25244.25,25173.25,25199.5,25154.5,25030.75,25231.25,25053.75,177.5,25213.5,25055.0,25231.25,24985.25,below_value,3,1,0,1,1,15,0,0,7,8
2025-10-08,25087.25,24999.75,25038.25,25343.25,25269.75,25246.5,25172.75,73.75,25216.75,25354.5,25364.75,25172.75,above_value,3,1,0,1,1,4,1,0,1,2
2025-10-09,25319.0,25211.0,25249.0,25351.5,25304.25,25274.25,25193.5,80.75,25252.25,25287.5,25300.0,25160.75,within_value,5,0,1,2,2,6,0,1,2,3
2025-10-10,25261.25,25197.5,25217.25,,,25359.75,24802.75,557.0,25335.5,24188.25,25359.75,24157.75,below_value,5,1,0,2,2,8,1,0,3,4
2025-10-12,24900.75,24494.5,24667.75,24879.75,24761.5,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-10-13,,,,24725.0,24489.75,24888.5,24743.5,145.0,24825.0,24905.0,24965.0,24743.5,unknown,5,0,0,2,3,2,1,0,0,1
2025-10-14,24947.75,24863.5,24903.0,25076.75,24872.5,24768.75,24670.5,98.25,24721.0,24755.75,24947.25,24670.5,below_value,1,0,0,0,1,5,0,0,2,3
2025-10-15,24939.0,24732.25,24910.5,25099.25,25012.0,25116.0,25045.5,70.5,25101.5,24942.0,25116.0,24663.5,above_value,3,1,0,1,1,2,1,0,0,1
2025-10-16,25015.5,24784.5,24942.0,24936.0,24643.25,25179.75,25018.75,161.0,25081.25,24793.75,25179.75,24643.25,within_value,2,0,0,1,1,2,1,0,0,1
2025-10-17,24977.0,24666.25,24776.0,,,24914.75,24700.5,214.25,24909.0,25033.0,25054.25,24674.5,above_value,1,0,0,0,1,6,1,0,2,3
2025-10-19,25049.25,24830.0,25005.75,25283.5,25078.5,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-10-20,,,,25305.25,25233.5,25333.0,25265.0,68.0,25281.75,25326.25,25355.0,25265.0,unknown,3,1,0,1,1,7,0,0,3,4
2025-10-21,25330.75,25297.75,25317.25,25281.0,25210.0,25303.0,25203.0,100.0,25221.0,25265.0,25347.5,25203.0,below_value,4,0,0,2,2,11,0,0,5,6
2025-10-22,25324.75,25263.0,25309.75,25166.25,25030.75,25191.75,25023.0,168.75,25125.5,25040.0,25191.75,24805.25,below_value,3,1,0,1,1,3,0,0,1,2
2025-10-23,25142.25,24931.0,25034.25,25550.5,25375.25,25199.25,25133.25,66.0,25147.25,25277.25,25295.0,25119.5,above_value,3,1,0,1,1,4,1,0,1,2
2025-10-24,25283.5,25182.75,25265.75,,,25544.5,25432.5,112.0,25499.5,25510.25,25569.0,25432.5,above_value,3,1,0,1,1,9,0,0,4,5
2025-10-26,25559.75,25509.75,25548.0,25869.5,25784.25,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-10-27,,,,26094.0,25988.25,25901.75,25850.0,51.75,25868.5,26004.0,26026.0,25850.0,unknown,5,1,0,2,2,8,1,0,3,4
2025-10-28,25930.75,25855.5,25903.75,26300.25,26248.0,26056.5,26008.5,48.0,26046.0,26172.5,26232.0,26006.0,above_value,3,1,0,1,1,2,1,0,0,1
2025-10-29,26165.5,26008.5,26041.75,26258.5,26010.75,26308.5,26237.0,71.5,26298.0,26223.75,26378.5,26047.5,above_value,1,0,0,0,1,18,0,1,8,9
2025-10-30,26276.5,26183.0,26246.25,26230.75,26108.5,26098.5,25978.75,119.75,26019.75,26149.0,26149.0,25853.0,below_value,3,1,0,1,1,6,0,1,2,3
2025-10-31,26076.25,25975.0,26057.0,,,26183.0,26100.5,82.5,26106.25,25983.75,26183.0,25887.75,within_value,5,0,0,2,3,6,1,0,2,3
2025-11-02,26084.75,25899.5,25996.5,26252.75,26078.0,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-11-03,,,,25890.0,25644.75,26265.75,26034.0,231.75,26235.75,26108.5,26265.75,26012.75,unknown,2,0,0,1,1,3,0,0,1,2
2025-11-04,26147.75,26070.25,26092.0,25589.5,25440.25,25893.75,25663.0,230.75,25741.5,25577.0,25893.75,25545.0,below_value,3,1,0,1,1,8,1,0,3,4
2025-11-05,25779.25,25579.25,25663.75,25753.5,25655.75,25718.0,25487.75,230.25,25542.25,25743.5,25878.5,25487.75,within_value,1,0,0,0,1,4,1,0,1,2
2025-11-06,25871.5,25670.0,25856.5,25348.75,25149.5,25684.75,25404.25,280.5,25673.75,25258.25,25684.75,25197.25,below_value,3,1,0,1,1,6,1,0,2,3
2025-11-07,25425.75,25226.25,25331.5,25216.25,25185.75,25111.5,24881.75,229.75,25110.25,25162.25,25173.0,24709.0,below_value,3,1,0,1,1,7,0,0,3,4
2025-11-09,25033.75,24773.0,24936.0,25566.0,25420.25,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-11-10,,,,25767.75,25623.5,25666.5,25524.0,142.5,25539.0,25713.25,25760.0,25452.25,unknown,3,1,0,1,1,10,1,0,4,5
2025-11-11,25676.5,25502.5,25645.0,25813.25,25713.0,25646.0,25533.0,113.0,25605.25,25647.25,25695.75,25478.5,within_value,5,0,1,2,2,10,1,0,4,5
2025-11-12,25676.0,25545.0,25661.5,25677.0,25504.5,25780.5,25561.5,219.0,25778.5,25625.25,25780.5,25488.75,within_value,3,0,0,1,2,7,0,0,3,4
2025-11-13,25624.5,25545.0,25595.0,25167.0,24776.75,25501.5,25280.75,220.75,25477.25,25099.75,25501.5,25002.0,below_value,3,1,0,1,1,2,1,0,0,1
2025-11-14,25275.0,25013.75,25049.0,25162.75,25103.5,25028.25,24626.0,402.25,24722.75,25105.0,25293.5,24626.0,within_value,7,0,0,3,4,2,1,0,0,1
2025-11-16,25293.5,24985.0,25160.5,25293.5,25079.25,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-11-17,,,,24846.75,24655.0,25254.75,24955.25,299.5,24997.75,24886.75,25254.75,24732.0,unknown,3,0,0,1,2,2,1,0,0,1
2025-11-18,25226.5,24947.25,25092.0,24648.0,24517.0,24832.0,24430.0,402.0,24718.25,24584.5,24832.0,24380.0,below_value,3,1,0,1,1,3,0,0,1,2
2025-11-19,24788.75,24551.0,24737.0,25224.75,25057.5,24988.0,24572.75,415.25,24610.75,24725.75,24988.0,24508.0,within_value,3,1,0,1,1,3,0,0,1,2
2025-11-20,24772.5,24579.5,24632.25,24234.5,24086.75,25300.25,25145.0,155.25,25209.25,24135.25,25310.0,24099.5,below_value,3,1,0,1,1,2,1,0,0,1
2025-11-21,25310.0,24400.75,25224.75,24341.75,24310.25,24298.25,24027.0,271.25,24203.75,24313.0,24596.5,23927.25,below_value,1,0,0,0,1,10,1,0,4,5
2025-11-23,24421.5,24038.5,24359.5,24522.5,24414.25,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-11-24,,,,24960.5,24876.75,24769.5,24513.5,256.0,24522.25,24935.5,24993.25,24513.5,unknown,3,1,0,1,1,2,1,0,0,1
2025-11-25,24993.25,24716.0,24934.25,25218.5,25149.5,24882.0,24602.0,280.0,24856.75,25079.25,25135.75,24602.0,above_value,4,0,0,2,2,2,1,0,0,1
2025-11-26,24965.0,24602.0,24780.0,25323.25,25301.25,25281.5,25134.75,146.75,25222.0,25296.0,25375.5,25134.75,above_value,3,1,0,1,1,2,1,0,0,1
2025-11-27,25369.75,25227.0,25334.5,25390.5,25329.25,25318.0,25287.0,31.0,25301.5,25299.75,25318.0,25285.75,within_value,1,0,0,0,1,1,0,0,0,1
2025-11-28,25302.75,25292.75,25298.0,,,25421.5,25329.5,92.0,25359.5,25484.75,25500.25,25329.5,above_value,3,1,0,1,1,6,0,1,2,3
2025-11-30,25433.25,25372.75,25414.75,25328.75,25238.0,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-12-01,25369.75,25227.0,25334.5,25522.5,25395.0,25389.75,25209.0,180.75,25254.75,25401.75,25495.75,25209.0,above_value,2,0,0,1,1,9,0,0,4,5
2025-12-02,25421.25,25267.0,25402.5,25676.0,25578.0,25654.25,25471.25,183.0,25492.25,25600.0,25670.0,25413.75,above_value,3,1,0,1,1,3,0,0,1,2
2025-12-03,25640.0,25532.25,25599.0,25664.0,25626.75,25574.25,25430.0,144.25,25495.0,25657.25,25685.75,25430.0,above_value,6,0,0,3,3,14,1,0,6,7
2025-12-04,25634.0,25491.5,25567.75,25747.0,25636.75,25713.25,25520.0,193.25,25711.75,25627.5,25713.25,25487.0,within_value,1,0,0,0,1,3,0,0,1,2
2025-12-05,25622.25,25561.0,25579.0,25739.75,25731.75,25867.75,25660.5,207.25,25679.75,25726.0,25867.75,25651.0,above_value,3,1,0,1,1,1,0,0,0,1
2025-12-07,25761.5,25678.0,25725.0,25813.75,25769.0,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-12-08,,,,25707.25,25646.75,25860.75,25656.75,204.0,25791.5,25669.25,25860.75,25563.75,unknown,7,1,0,3,3,6,0,0,3,3
2025-12-09,25703.0,25582.5,25639.0,25697.5,25638.5,25670.0,25560.0,110.0,25618.75,25702.0,25738.5,25560.0,within_value,3,0,0,1,2,4,1,0,1,2
2025-12-10,25729.75,25645.25,25701.5,25702.75,25486.5,25673.0,25567.0,106.0,25647.25,25802.75,25869.75,25528.25,above_value,3,1,0,1,1,8,1,0,3,4
2025-12-11,25719.75,25563.25,25631.25,25748.25,25583.25,25649.75,25390.25,259.5,25643.0,25714.5,25723.0,25390.25,within_value,3,0,0,1,2,4,1,0,1,2
2025-12-12,25643.25,25476.75,25497.75,25215.0,25202.0,25620.5,25315.0,305.5,25559.75,25215.5,25620.5,25117.75,below_value,3,0,1,1,1,4,1,0,1,2
2025-12-14,25363.5,25151.25,25235.25,25330.5,25131.25,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-12-15,,,,25033.25,24857.75,25410.0,25034.5,375.5,25408.0,25084.75,25410.0,25034.5,unknown,3,0,1,1,1,1,0,0,0,1
2025-12-16,25363.5,25151.25,25235.25,25508.0,25348.5,25164.5,24936.5,228.0,24989.25,25131.5,25202.25,24926.25,below_value,7,0,1,3,3,2,0,0,1,1
2025-12-17,25101.0,24982.25,25075.0,25102.0,24892.0,25449.25,25245.25,204.0,25422.25,24892.0,25449.25,24887.75,below_value,1,0,0,0,1,2,1,0,0,1
2025-12-18,25251.25,24922.25,24951.75,25386.0,25271.75,25338.0,25160.75,177.25,25279.0,25252.0,25417.0,25160.75,above_value,3,1,0,1,1,9,0,0,4,5
2025-12-19,25345.75,25187.75,25264.5,25594.75,25580.75,25601.0,25356.25,244.75,25361.75,25581.25,25601.0,25356.25,above_value,3,1,0,1,1,1,0,0,0,1
2025-12-21,25588.25,25511.75,25572.5,25718.75,25645.0,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-12-22,,,,25728.75,25665.75,25795.0,25671.0,124.0,25780.75,25688.25,25795.0,25629.5,unknown,3,0,0,1,2,3,0,0,1,2
2025-12-23,25716.5,25677.75,25691.75,25822.25,25794.75,25751.25,25627.25,124.0,25644.25,25811.25,25820.25,25627.25,above_value,6,0,0,3,3,2,1,0,0,1
2025-12-24,25778.5,25668.5,25769.75,,,25841.0,25781.75,59.25,25795.75,25861.75,25892.25,25781.75,above_value,3,0,0,1,2,2,1,0,0,1
2025-12-25,25888.25,25814.25,25874.25,25907.5,25874.25,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-12-26,,,,25870.5,25859.25,25935.0,25834.25,100.75,25899.25,25866.75,25935.0,25834.25,unknown,5,0,0,2,3,1,0,0,0,1
2025-12-28,25893.5,25859.0,25874.0,25863.75,25731.5,,,,,,,,unknown,0,0,0,0,0,0,0,0,0,0
2025-12-29,,,,25744.5,25710.0,25818.75,25661.5,157.25,25707.0,25741.25,25818.75,25647.75,unknown,5,0,0,2,3,3,0,0,1,2
2025-12-30,25746.75,25675.75,25691.75,25653.0,25562.75,25774.75,25673.5,101.25,25692.5,25678.0,25794.0,25668.25,within_value,3,0,0,1,2,3,0,0,1,2
2025-12-31,25739.75,25690.25,25730.0,25458.75,25438.75,25692.25,25568.25,124.0,25679.0,25455.0,25692.25,25444.5,below_value,3,1,0,1,1,4,1,0,1,2
